x,px,y,py,l,delta
3.1707075396543823e-22,6.270502814937022e-26,0.0,0.0,-1.7399677404154257e-11,-4.204338977708185e-28
-2.0636207124321196e-22,-9.888803401734403e-25,0.0,0.0,-1.7404268814214538e-11,-4.20684983379881e-28
3.106521886310441e-23,1.2651266613888047e-24,0.0,0.0,-1.740877814761932e-11,-4.209351285739018e-28
1.932522086698543e-22,-1.1064058820820459e-24,0.0,0.0,-1.741320731775381e-11,-4.21178691038106e-28
-2.9107220552489313e-22,2.457314526166018e-25,0.0,0.0,-1.7417558184274423e-11,-4.2142107796296e-28
2.8233710169580267e-22,5.646088046795178e-25,0.0,0.0,-1.7421832553422475e-11,-4.216587629394078e-28
-1.0514318134436699e-22,-1.2700073653683001e-24,0.0,0.0,-1.7426032180721407e-11,-4.218924512297592e-28
-9.011230422431041e-23,1.2012017528292317e-24,0.0,0.0,-1.7430158771577893e-11,-4.221256693356406e-28
2.741304185780304e-22,-7.17577633256964e-25,0.0,0.0,-1.7434213983882778e-11,-4.2235583111938375e-28
-2.9481844475702357e-22,-2.7087547877628384e-25,0.0,0.0,-1.7438199430623775e-11,-4.225831717603987e-28
2.0517330591386906e-22,9.71021771854792e-25,0.0,0.0,-1.7442116679505877e-11,-4.228076911955254e-28
1.3923958788818903e-23,-1.3610341293143714e-24,0.0,0.0,-1.744596725455986e-11,-4.23030800047602e-28
-1.9579934156208736e-22,9.42917971076191e-25,0.0,0.0,-1.7449752638604624e-11,-4.232506174800707e-28
3.1379932167897017e-22,-2.2442393879101097e-25,0.0,0.0,-1.745347427332304e-11,-4.23467613710692e-28
-2.5125541460588154e-22,-7.525773791272369e-25,0.0,0.0,-1.745713356247862e-11,-4.236789676376963e-28
9.749516921098094e-23,1.2191738081936767e-24,0.0,0.0,-1.7460731870636177e-11,-4.238891460448884e-28
1.3222052597567113e-22,-1.2473310244550593e-24,0.0,0.0,-1.746427052635844e-11,-4.2409650325487085e-28
-2.6963805096961743e-22,5.309237065686168e-25,0.0,0.0,-1.746775082300988e-11,-4.243024498541835e-28
3.059989297692794e-22,2.9676052953604557e-25,0.0,0.0,-1.747117401982414e-11,-4.245025189563037e-28
